dedup,empate,ventana_r2,filas_29jul,emision_parcial,corte,objetivo,zona_muerta,n,dias,modelo_pct,modelo_lo,modelo_hi,base_pct,base_lo,base_hi,ventaja_pp,ventaja_lo,ventaja_hi,p_dia,b,c,p_exacto,p_chi2,mae,mae_lo,mae_hi,mae_cero,mae_cero_lo,mae_cero_hi,dmae,dmae_lo,dmae_hi,dmae_bloque_lo,dmae_bloque_hi,n_cobertura,cobertura_pct,cobertura_lo,cobertura_hi,cobertura_dia_lo,cobertura_dia_hi
first,excluir_cero,fuera,dentro,fuera,vivo,gap,0.0,184,25,58.15217391304348,50.928897660993655,65.04201748646418,61.41304347826087,54.214227205743185,68.14505400069777,-3.260869565217391,-21.27659574468085,15.706806282722512,0.8340414896275931,44,50,0.6062959376939887,0.606056533989492,2.9769885869565216,2.0289744485047043,4.391944999174273,3.017772282608696,2.1727793885869566,4.206745804045894,-0.04078369565217391,-0.6502493190589479,0.5304822538860101,-0.5412995923913044,0.29642788043478263,184,91.30434782608695,86.34258560641321,94.57671780737311,82.41758241758241,97.81420765027322
first,excluir_cero,fuera,dentro,fuera,vivo,gap,0.25,144,22,60.416666666666664,52.258485400447285,68.03352215907277,59.72222222222222,51.55967976218372,67.37952729336834,0.6944444444444444,-19.736842105263158,21.987640801001227,1.0,41,40,0.9999999999999852,1.0,3.2427027777777777,2.042135498979592,5.085714876241721,3.2963680555555555,2.2133362123587075,4.810125037144197,-0.05366527777777781,-0.8255609176332404,0.6899615405067249,-0.6169420138888888,0.2556028472222221,144,88.88888888888889,82.71276693230506,93.04406128990318,77.51848144155244,97.14285714285714
first,excluir_cero,fuera,dentro,fuera,vivo,retorno_sesion,0.0,184,25,59.23913043478261,52.020508505589,66.0798619948632,60.869565217391305,53.66447092620628,67.6300826037375,-1.6304347826086956,-22.459893048128343,19.553376244838468,0.9220194951262184,45,48,0.8358461346314872,0.8357050269952793,3.6100423913043476,2.5157125401284106,5.137591489465869,3.679119565217391,2.6179916759776543,5.018935376658518,-0.06907717391304344,-0.5787581151785716,0.4397315845653459,-0.5194461413043479,0.20068451086956526,0,,,,,
first,excluir_cero,fuera,dentro,fuera,vivo,retorno_sesion,0.25,141,22,64.53900709219859,56.35295883156214,71.95385355062727,62.4113475177305,54.187403241355135,69.97694879222118,2.127659574468085,-23.12925170068027,27.420490686051775,0.9350162459385154,41,38,0.8221442424521765,0.8219655979326043,4.0855702127659566,2.758762491073627,5.98352146728347,4.182805673758866,2.9135783673469384,5.806408582073688,-0.09723546099290771,-0.7760309,0.5682465457979667,-0.5938989007092197,0.1517993617021277,0,,,,,
first,excluir_cero,fuera,fuera,dentro,publicado,gap,0.0,188,27,64.36170212765957,57.29084154487493,70.85740145325168,62.234042553191486,55.124425393064826,68.85370753126526,2.127659574468085,-15.23006867721708,20.0,0.9092726818295426,47,43,0.752033201598624,0.7518296340458492,2.66939414893617,2.0102707472826085,3.513751000264565,3.0223537234042555,2.1443338005319883,4.225537703216373,-0.35295957446808507,-0.9645970996000227,0.22428628815789461,-0.885616329787234,-0.12871680851063844,188,92.02127659574468,87.25428155449052,95.10539240299109,83.5,98.35164835164835
first,excluir_cero,fuera,fuera,dentro,publicado,gap,0.25,147,24,68.02721088435374,60.11145973654079,75.02476899948684,60.54421768707483,52.47134161410938,68.08003745790678,7.482993197278912,-11.267605633802818,27.27272727272727,0.5026243439140214,44,33,0.2543046661477025,0.2544505826463365,2.8344925170068027,2.0017271684441384,3.8858630000000005,3.293812244897959,2.1881659413161465,4.859797987938596,-0.45931972789115644,-1.2511710849056603,0.2829704883227174,-1.27150193877551,-0.12055799319727901,147,89.79591836734694,83.84664963129637,93.7182326727646,79.1939317673378,97.79411764705883
first,excluir_cero,fuera,fuera,dentro,publicado,retorno_sesion,0.0,189,27,61.904761904761905,54.80949583759496,68.52573522485072,60.317460317460316,53.20378866311093,67.02007825767531,1.5873015873015872,-17.18792002688172,21.539473684210513,0.9165208697825543,46,43,0.832257754022575,0.832107365106955,3.4220756613756613,2.6565857143577336,4.332994904583556,3.719801587301587,2.7198465765907307,4.956929358145017,-0.297725925925926,-0.8032839198554991,0.18718284216243317,-0.8969174867724867,0.04116330687830682,0,,,,,
first,excluir_cero,fuera,fuera,dentro,publicado,retorno_sesion,0.25,145,24,67.58620689655173,59.599290645565205,74.6653560490352,61.37931034482759,53.25830136323352,68.91294061562557,6.206896551724138,-15.172413793103448,28.57142857142857,0.6348412896775806,42,33,0.3556992390814763,0.35561106109523904,3.793413103448276,2.9172927994252875,4.848279238822195,4.179138620689655,2.9957016547244093,5.691043865723211,-0.3857255172413792,-1.0508288807285544,0.2295707169005491,-1.2416063448275863,0.04075155172413779,0,,,,,
first,excluir_cero,fuera,fuera,dentro,vivo,gap,0.0,196,28,63.775510204081634,56.84147533419479,70.17994470480271,61.734693877551024,54.766704587487126,68.25154211239965,2.0408163265306123,-14.49312908312683,18.90547263681592,0.9045238690327418,47,43,0.752033201598624,0.7518296340458492,2.6226918367346936,1.9958799189826688,3.413620150403911,2.957826530612245,2.1152425734741023,4.155091675931469,-0.33513469387755096,-0.9264270102040816,0.22121352574853234,-0.8410020408163266,-0.10645869897959212,196,92.34693877551021,87.75828549232166,95.30756129422623,84.10227272727273,98.46153846153847
first,excluir_cero,fuera,fuera,dentro,vivo,gap,0.25,154,25,67.53246753246754,59.78834952164056,74.423194393031,60.38961038961039,52.50258825516004,67.77091924983053,7.142857142857143,-10.829063971199112,26.623376623376622,0.5098725318670333,44,33,0.2543046661477025,0.2544505826463365,2.7829344155844153,1.970206057095079,3.806807758515559,3.218518831168831,2.153817757471264,4.72754921619898,-0.4355844155844156,-1.1944528461114174,0.26118091838549057,-1.2201979545454544,-0.11633642857142858,154,90.25974025974025,84.55166559675592,94.0081759850825,79.87012987012987,97.93103448275862
first,excluir_cero,fuera,fuera,dentro,vivo,retorno_sesion,0.0,196,28,61.734693877551024,54.766704587487126,68.25154211239965,60.204081632653065,53.21872935663411,66.7971373389196,1.530612244897959,-16.666666666666664,20.103092783505154,0.9145213696575856,46,43,0.832257754022575,0.832107365106955,3.374394387755102,2.645306739189929,4.268284642082849,3.6422433673469388,2.6539979762352313,4.863518587301588,-0.2678489795918368,-0.7601748270133623,0.1938957162011172,-0.8742058928571429,0.049245561224489566,0,,,,,
first,excluir_cero,fuera,fuera,dentro,vivo,retorno_sesion,0.25,151,25,67.54966887417218,59.727055584429614,74.50150335815555,61.58940397350993,53.63553277985231,68.96823255959073,5.960264900662252,-14.76510067114094,27.398304376879366,0.6258435391152212,42,33,0.3556992390814763,0.35561106109523904,3.736864238410596,2.8987979111842104,4.778422579617834,4.083807284768212,2.929885207698397,5.536730702854147,-0.3469430463576158,-0.9785400002003607,0.2460717064901517,-1.183667582781457,0.09039864238410586,0,,,,,
first,excluir_cero,fuera,fuera,fuera,publicado,gap,0.0,175,23,62.285714285714285,54.91360438821392,69.13003755227801,62.285714285714285,54.91360438821392,69.13003755227801,0.0,-18.07909604519774,19.101123595505616,1.0,43,43,1.0,1.0,2.740897142857143,2.040628077673692,3.6402353660714284,3.1062388571428574,2.1722577740581204,4.407710236191859,-0.36534171428571427,-1.044910421139554,0.26084107309817245,-0.990421,-0.10664720000000093,175,91.42857142857143,86.34049238486541,94.73690485632827,82.18390804597702,98.24586903304773
first,excluir_cero,fuera,fuera,fuera,publicado,gap,0.25,136,20,65.44117647058823,57.12362402169381,72.91038760418085,60.294117647058826,51.89689089302263,68.12578352422713,5.147058823529412,-14.814814814814813,26.057103490508254,0.680829792551862,40,33,0.48278855684405075,0.48252521231388223,2.9348551470588236,2.034746413043478,4.088181252488387,3.404916911764706,2.202965669191919,5.072206940546154,-0.47006176470588246,-1.323743233082707,0.3755721807359307,-1.410901507352941,-0.08752055147058824,136,88.97058823529412,82.5989068198359,93.20121775975252,77.20588235294117,97.67441860465115
first,excluir_cero,fuera,fuera,fuera,publicado,retorno_sesion,0.0,176,23,63.63636363636363,56.308502840808714,70.38167211370889,60.79545454545455,53.42592265235552,67.7037991866376,2.840909090909091,-17.318435754189945,23.53106411103765,0.8225443639090227,45,40,0.6646454904132026,0.6643894431719991,3.3436971590909086,2.5387551238591914,4.307953669850497,3.7327357954545444,2.658716504761905,5.039867725956926,-0.38903863636363645,-0.9517162006430068,0.13813949868550757,-1.0803723295454546,0.012479090909090777,0,,,,,
first,excluir_cero,fuera,fuera,fuera,publicado,retorno_sesion,0.25,134,20,70.14925373134328,61.92792073665024,77.24752071761053,61.940298507462686,53.49525371679077,69.71982270054896,8.208955223880597,-15.50516795865633,31.20014184397163,0.5761059735066233,41,30,0.23509756240834123,0.2353137554770743,3.7365350746268655,2.7800043498942917,4.918480903886189,4.253257462686567,2.952461675725702,5.874956440152012,-0.5167223880597014,-1.221932273109244,0.18675091799506072,-1.5307988805970145,-0.03416548507462708,0,,,,,
first,excluir_cero,fuera,fuera,fuera,vivo,gap,0.0,183,24,61.74863387978142,54.53424746214958,68.47991667005503,61.74863387978142,54.53424746214958,68.47991667005503,0.0,-17.582417582417584,17.582417582417584,1.0,43,43,1.0,1.0,2.6877513661202186,1.9995585964021036,3.554229620989304,3.033460655737705,2.1343678911369466,4.279410701550714,-0.34570928961748637,-1.0043783225124567,0.2654671464338053,-0.9504843169398907,-0.07337683060109297,183,91.80327868852459,86.91766392132034,94.96994333977973,83.06010928961749,98.32402234636871
first,excluir_cero,fuera,fuera,fuera,vivo,gap,0.25,143,21,65.03496503496504,56.91878151538633,72.36450152016744,60.13986013986014,51.95108062987853,67.79811025456469,4.895104895104895,-13.88888888888889,25.517241379310345,0.699325168707823,40,33,0.48278855684405075,0.48252521231388223,2.8744181818181818,2.0081487358581014,3.972926099544073,3.3183930069930074,2.183725402684564,4.928674049668874,-0.4439748251748253,-1.278656333465819,0.33818663125875115,-1.3280544055944057,-0.0872988111888112,143,89.5104895104895,83.41415562888245,93.53958816222396,78.57142857142857,97.77777777777777
first,excluir_cero,fuera,fuera,fuera,vivo,retorno_sesion,0.0,183,24,63.387978142076506,56.19964582099094,70.02579702733523,60.65573770491803,53.42855360185816,67.44475805293204,2.73224043715847,-16.666666666666664,22.47191011235955,0.8247938015496126,45,40,0.6646454904132026,0.6643894431719991,3.295626775956284,2.5099408765203597,4.2505618862433865,3.6491732240437162,2.6039907847775177,4.956893010246424,-0.35354644808743174,-0.9071904749034748,0.15510985852382905,-1.0380250546448087,0.028680464480874267,0,,,,,
first,excluir_cero,fuera,fuera,fuera,vivo,retorno_sesion,0.25,140,21,70.0,61.957992853468205,76.97375913175527,62.142857142857146,53.88554401603023,69.75159111785545,7.857142857142857,-14.074074074074074,30.0,0.5591102224443889,41,30,0.23509756240834123,0.2353137554770743,3.677980714285714,2.7715901164122143,4.770895352274571,4.147259285714285,2.899390016118633,5.713521578853954,-0.46927857142857143,-1.170943311485178,0.20034210242194347,-1.4560941785714283,0.03400985714285683,0,,,,,
last,estricta,dentro,dentro,dentro,publicado,gap,0.0,238,34,68.0672268907563,61.89739790804714,73.66308887505735,56.72268907563025,50.37058378868592,62.861225246887834,11.344537815126051,-5.194935064935065,27.848101265822784,0.21219695076230943,73,46,0.016786329118478608,0.017152794284751856,2.4859563025210085,1.950788918737829,3.1951159681075625,2.9538890756302525,2.234916204337899,3.9724264246031753,-0.46793277310924375,-0.9937034021226416,0.016629616531259557,-0.9303599369747899,-0.2442445798319329,238,92.85714285714286,88.85993785890697,95.49284474287575,85.59322033898306,97.97570850202429
last,estricta,dentro,dentro,dentro,publicado,gap,0.25,184,30,72.28260869565217,65.40975233162061,78.24408240476413,56.52173913043478,49.29792826899992,63.478803848966336,15.76086956521739,-2.197802197802198,34.783209224117215,0.12621844538865284,64,35,0.004640654088434273,0.0048913114523593355,2.657579891304348,1.9657732111326438,3.536011549642218,3.263729891304348,2.353110004107788,4.491246699654689,-0.6061500000000001,-1.239375906860572,0.042025941067227505,-1.304166956521739,-0.30037377717391306,184,91.30434782608695,86.34258560641321,94.57671780737311,82.5,97.8021978021978
last,estricta,dentro,dentro,dentro,publicado,retorno_sesion,0.0,238,34,63.02521008403362,56.73074889437856,68.90588111204559,52.94117647058823,46.60356930348078,59.185347149582746,10.084033613445378,-6.967451391536408,27.478040540540533,0.28217945513621595,70,46,0.03227202073309247,0.03272048483157355,3.4605315126050424,2.8175549396009236,4.2373895969279936,3.7448340336134454,2.881099380582509,4.812907870567376,-0.28430252100840336,-0.7519726759302146,0.17808204149401136,-0.8150541176470588,0.06677243697478985,0,,,,,
last,estricta,dentro,dentro,dentro,publicado,retorno_sesion,0.25,184,30,68.47826086956522,61.44556859754271,74.75517240336171,53.80434782608695,46.59658086930569,60.856512866174626,14.673913043478262,-1.7754120879120878,32.62032085561498,0.1472131967008248,62,35,0.007959455422446967,0.008293048632162224,3.8272902173913037,3.0872192679536674,4.6963354369986625,4.198561956521739,3.1665375268801097,5.415750491573034,-0.3712717391304348,-0.9363907284482759,0.21398679558011047,-1.1589839673913043,0.08369638586956514,0,,,,,
last,estricta,dentro,dentro,dentro,vivo,gap,0.0,246,35,67.47967479674797,61.39598933755826,73.0258397719653,56.50406504065041,50.256009968218194,62.55211249113941,10.975609756097562,-5.220883534136546,27.500000000000004,0.20894776305923518,73,46,0.016786329118478608,0.017152794284751856,2.454711788617886,1.933950651724757,3.16619887541006,2.9047036585365857,2.2096835882352943,3.918665618536742,-0.4499918699186992,-0.964623451749735,0.03166166612360937,-0.9038592886178862,-0.21323955284552853,246,93.08943089430895,89.21286322778337,95.64094806546073,85.82995951417004,98.11338487728756
last,estricta,dentro,dentro,dentro,vivo,gap,0.25,191,31,71.72774869109948,64.96175718407284,77.63697950285685,56.544502617801044,49.45402454209089,63.37692024312891,15.18324607329843,-2.2111933077379264,33.510710178263366,0.12046988252936766,64,35,0.004640654088434273,0.0048913114523593355,2.6224931937172773,1.9535951660171713,3.492074323226545,3.2041246073298435,2.321826633873057,4.418016579873027,-0.5816314136125655,-1.2230063083451204,0.03822532746010606,-1.267386282722513,-0.27646604712041906,191,91.62303664921465,86.82675631806836,94.77805251592945,82.88770053475936,97.86096256684492
last,estricta,dentro,dentro,dentro,vivo,retorno_sesion,0.0,246,35,63.00813008130081,56.81836096764884,68.79788395106637,52.84552845528455,46.61175397410618,58.99179960186277,10.16260162601626,-5.9071729957805905,26.82015699467339,0.26418395401149714,71,46,0.026075562235663593,0.026500280602491873,3.414697154471545,2.7928636191460057,4.172762790239945,3.6671044715447154,2.8237923394140965,4.707777100145672,-0.25240731707317077,-0.705655876015323,0.1853152132541502,-0.7865032723577234,0.07715046747967466,0,,,,,
last,estricta,dentro,dentro,dentro,vivo,retorno_sesion,0.25,191,31,68.58638743455498,61.69208404227587,74.74779914774831,53.92670157068063,46.84988762750418,60.84867924362768,14.659685863874346,-1.5234313674184934,31.57894736842105,0.12196950762309422,63,35,0.006092629672064997,0.006383330667391487,3.770905759162303,3.0654496134020617,4.6388372017609125,4.1006031413612565,3.0921234438775516,5.331580445436507,-0.32969738219895295,-0.9052648891625615,0.23536604983596307,-1.1064778272251308,0.11943387434554968,0,,,,,
last,estricta,dentro,dentro,fuera,publicado,gap,0.0,219,29,65.29680365296804,58.7775377877362,71.28868074923295,55.25114155251141,48.63151769493061,61.68972150432745,10.045662100456621,-7.79816513761468,28.18240093240092,0.32041989502624346,69,47,0.050729556682882995,0.0511998362745388,2.578337442922374,1.9944503795662103,3.337411539722204,2.9678315068493144,2.187316002545249,4.055208681351078,-0.3894940639269406,-0.9280119487295826,0.13599370684914097,-0.9102230136986302,-0.13906244292237452,219,92.23744292237443,87.9214484560189,95.09721466844815,84.3474253656582,97.80701754385966
last,estricta,dentro,dentro,fuera,publicado,gap,0.25,167,26,69.46107784431138,62.103278510405914,75.94369231780533,54.49101796407186,46.922071620387676,61.85799857073798,14.970059880239521,-4.321658615136875,34.96932515337423,0.1789552611847038,60,35,0.013378703026003143,0.013803064862365584,2.785820359281437,2.0429694578313256,3.7394558956706643,3.2990706586826346,2.3141449291712304,4.647168036110364,-0.5132502994011977,-1.2002914618183054,0.17618382727272705,-1.2866817365269463,-0.16775580838323356,167,90.41916167664671,85.00420761434691,94.01642410578413,80.83832335329342,97.46875248785923
last,estricta,dentro,dentro,fuera,publicado,retorno_sesion,0.0,219,29,66.21004566210046,59.71412102981033,72.14709562876891,53.881278538812786,47.2690588766734,60.359683140169516,12.32876712328767,-5.0691244239631335,30.531245913073796,0.22594351412146962,70,43,0.014087495523758323,0.014450138700340514,3.4070598173515982,2.714878388157895,4.234013797869102,3.8285949771689487,2.8989371670772353,4.947113105376344,-0.42153515981735157,-0.8884846671662846,0.017656720272904346,-0.9761297945205479,-0.09137721461187251,0,,,,,
last,estricta,dentro,dentro,fuera,publicado,retorno_sesion,0.25,167,26,72.45508982035928,65.23222650634789,78.66812444928047,55.08982035928144,47.51585710332637,62.43488911328272,17.365269461077844,-0.6330121744739176,36.91322834045149,0.11547113221694576,61,32,0.0034618534914423646,0.003690585198680721,3.815050299401198,3.0059871870963955,4.803074445490822,4.369877844311376,3.251060253683374,5.7192678987295675,-0.5548275449101796,-1.129391185897436,0.008471809267240912,-1.3621533532934134,-0.15719784431137732,0,,,,,
last,estricta,dentro,dentro,fuera,vivo,gap,0.0,227,30,64.75770925110132,58.34456207155202,70.67968701363601,55.06607929515418,48.56439197812127,61.39915621530147,9.691629955947137,-7.144370460048425,27.354365851594892,0.3074231442139465,69,47,0.050729556682882995,0.0511998362745388,2.541222026431718,1.9886194125973833,3.303810692630503,2.914037885462555,2.1773588272431406,3.997746576086956,-0.3728158590308369,-0.910566656779661,0.12226541515356668,-0.878549757709251,-0.11499359030837016,227,92.51101321585904,88.3352040435102,95.27196123173289,84.75336322869956,97.85407725321889
last,estricta,dentro,dentro,fuera,vivo,gap,0.25,174,27,68.96551724137932,61.744134969875255,75.36757139919108,54.59770114942529,47.18029976687252,61.816477534719326,14.367816091954023,-4.046242774566474,34.10438626317578,0.17370657335666084,60,35,0.013378703026003143,0.013803064862365584,2.742146551724138,2.0177141060201347,3.680350282220784,3.2322201149425287,2.2870269644307566,4.584929550525797,-0.4900735632183909,-1.1561728074141047,0.16589681295715766,-1.2436774999999998,-0.15852557471264367,174,90.80459770114942,85.58581225669086,94.26058629493667,81.31868131868131,97.6878612716763
last,estricta,dentro,dentro,fuera,vivo,retorno_sesion,0.0,227,30,66.07929515418502,59.698459663235035,71.92497590719371,53.74449339207048,47.24996998414103,60.11439172404099,12.334801762114537,-4.274425287356321,30.04584061716195,0.19670082479380155,71,43,0.011118593448765176,0.011445919635635795,3.3592735682819383,2.7025336728813563,4.191555676696688,3.7414074889867837,2.846999603914259,4.843963575022698,-0.3821339207048458,-0.8385957598145733,0.0436465453056768,-0.9326864977973567,-0.0753997136563877,0,,,,,
last,estricta,dentro,dentro,fuera,vivo,retorno_sesion,0.25,174,27,72.41379310344827,65.34299392486264,78.51629542039757,55.172413793103445,47.75071062827123,62.37066383601959,17.24137931034483,-0.5495264404104183,35.81149429776597,0.09347663084228942,62,32,0.0025873089569214023,0.0027795477272284643,3.753649425287357,2.9569295944610983,4.72787519702725,4.2554563218390795,3.1631683107546973,5.597346782780591,-0.5018068965517241,-1.0810302996677743,0.0383265472057723,-1.293040172413793,-0.07923201149425332,0,,,,,
last,estricta,dentro,fuera,dentro,publicado,gap,0.0,237,33,67.9324894514768,61.74493462969064,73.5479922676183,56.962025316455694,50.5968117112927,63.10514814295666,10.970464135021096,-5.6078519686221515,27.419354838709676,0.22969257685578606,72,46,0.020970029530033806,0.021366968260868282,2.4946177215189875,1.9638629183162553,3.2199592053193093,2.965733333333333,2.2526557209638693,4.005788351091702,-0.471115611814346,-0.9909725545851528,0.02529374962025307,-0.9314073417721519,-0.24909719409282705,237,92.82700421940929,88.81419259655131,95.47362105231592,85.41666666666666,97.98407339033554
last,estricta,dentro,fuera,dentro,publicado,gap,0.25,183,29,72.1311475409836,65.23121179267659,78.12105087496461,56.830601092896174,49.58661335007742,63.79371463376246,15.300546448087431,-2.824858757062147,34.80725060525172,0.12946763309172707,63,35,0.006092629672064997,0.006383330667391487,2.669734972677596,1.9835785962643677,3.5598091644556047,3.280762295081968,2.373506266968326,4.518751598522168,-0.6110273224043715,-1.2481074630541873,0.030222993278252144,-1.308629699453552,-0.3092457377049182,183,91.2568306010929,86.27050006879483,94.54668095359806,82.38341968911918,97.79005524861878
last,estricta,dentro,fuera,dentro,publicado,retorno_sesion,0.0,237,33,63.29113924050633,56.987947632859694,69.17033936161636,52.742616033755276,46.39352970922972,59.00421205153519,10.548523206751055,-6.666666666666667,27.982110091743113,0.25218695326168455,70,45,0.02479353633964395,0.02522030260539074,3.434038818565401,2.8008583268398275,4.210082940461364,3.7219881856540082,2.841223706406021,4.7871994145580885,-0.2879493670886076,-0.7558679933414043,0.16582433672091282,-0.8363049789029536,0.07162078059071719,0,,,,,
last,estricta,dentro,fuera,dentro,publicado,retorno_sesion,0.25,183,29,68.85245901639344,61.81332016782459,75.11638506757347,53.55191256830601,46.327247324624814,60.630523226971924,15.300546448087431,-1.6853932584269662,33.33333333333333,0.12221944513871533,62,34,0.005572997762164809,0.005857099085284135,3.794984153005464,3.059035864109919,4.6716391874123415,4.171454098360655,3.134879090869214,5.407285654635996,-0.3764699453551912,-0.961487932324506,0.20618640183181722,-1.1955559836065575,0.0856117759562838,0,,,,,
last,estricta,dentro,fuera,dentro,vivo,gap,0.0,245,34,67.34693877551021,61.246498849253705,72.91179631700628,56.734693877551024,50.474100046502066,62.78735572392829,10.612244897959183,-5.242466044142614,26.891564318034895,0.23019245188702825,72,46,0.020970029530033806,0.021366968260868282,2.4629628571428572,1.940463390205412,3.160458274848163,2.9159604081632655,2.2221351446280995,3.898365321522309,-0.4529975510204082,-0.9632233637706129,0.02927276889134027,-0.9058549183673468,-0.21507604081632656,245,93.06122448979592,89.16997474353039,95.6229697280091,85.89211618257261,98.08447398438184
last,estricta,dentro,fuera,dentro,vivo,gap,0.25,190,30,71.57894736842105,64.78745105557385,77.51516083090141,56.8421052631579,49.73267027147817,63.680353009599344,14.736842105263158,-2.5380710659898478,33.1578947368421,0.13146713321669581,63,35,0.006092629672064997,0.006383330667391487,2.6340157894736844,1.9520279494791384,3.5001641281455873,3.2202157894736847,2.325029504950495,4.422376682407161,-0.5862,-1.2045562474886327,0.03724120106470048,-1.2702132368421053,-0.28466136842105283,190,91.57894736842105,86.75969993151477,94.75021077657169,82.88770053475936,97.86096256684492
last,estricta,dentro,fuera,dentro,vivo,retorno_sesion,0.0,245,34,63.265306122448976,57.067288207464806,69.05376103732226,52.6530612244898,46.40835973338928,58.81585011556814,10.612244897959183,-5.512313620371921,27.385892116182575,0.23469132716820795,71,45,0.019879103738233758,0.020276498478674763,3.388882448979592,2.7565970804597706,4.1484792365424425,3.6446873469387753,2.799563618977919,4.695470774291499,-0.2558048979591837,-0.7148948060792951,0.1902800793464796,-0.805169,0.08113932653061194,0,,,,,
last,estricta,dentro,fuera,dentro,vivo,retorno_sesion,0.25,190,30,68.94736842105263,62.04728886637989,75.09646791198863,53.68421052631579,46.59121545624083,60.631181695108594,15.263157894736842,-0.5618771027740747,32.795698924731184,0.11272181954511372,63,34,0.004225803921682913,0.004469538069193408,3.739493157894737,3.0193331768939395,4.599910720430106,4.073978421052631,3.0519014924525782,5.287125005590779,-0.3344852631578947,-0.8930151068432283,0.22154391695167938,-1.1308401842105262,0.12406423684210527,0,,,,,
last,estricta,dentro,fuera,fuera,publicado,gap,0.0,218,28,65.13761467889908,58.59923709106675,71.15173928226535,55.5045871559633,48.86900981380376,61.94952704922609,9.63302752293578,-8.558558558558559,27.77777777777778,0.33941514621344665,68,47,0.06170860823922371,0.0621800562848156,2.58817752293578,2.012199605458793,3.3725801526303085,2.980772018348624,2.214169298228848,4.0744690474149,-0.39259449541284397,-0.9353185816953318,0.12600066513761454,-0.915958990825688,-0.1446798623853212,218,92.20183486238533,87.86765726340286,95.07445868649272,84.40366972477065,97.76785714285714
last,estricta,dentro,fuera,fuera,publicado,gap,0.25,166,25,69.27710843373494,61.88912914600056,75.79307191632448,54.81927710843374,47.224866288274406,62.195683977306885,14.457831325301205,-4.624949589998655,34.54601571268237,0.19745063734066484,59,35,0.017209595585930923,0.01767922054301327,2.7999927710843373,2.0462494093038823,3.782795096174666,3.3180602409638555,2.3428448877494454,4.703472854072397,-0.5180674698795181,-1.2071809303982466,0.15921413355625472,-1.2958534638554216,-0.17675346385542196,166,90.36144578313252,84.91727150488832,93.97983696935479,80.4733727810651,97.51591135649106
last,estricta,dentro,fuera,fuera,publicado,retorno_sesion,0.0,218,28,66.5137614678899,60.01088111535309,72.44472947373649,53.669724770642205,47.044058125810615,60.168299782875955,12.844036697247706,-4.285714285714286,31.01851851851852,0.1992001999500125,70,42,0.010409209767129746,0.010733416102997195,3.3780128440366974,2.701585117639962,4.224404637762762,3.8041422018348623,2.89822697497915,4.949914016550954,-0.42612935779816513,-0.8897141296957333,0.004152310083168884,-0.9926087614678898,-0.08883633027522936,0,,,,,
last,estricta,dentro,fuera,fuera,publicado,retorno_sesion,0.25,166,25,72.89156626506023,65.66854578295136,79.07906797855966,54.81927710843374,47.224866288274406,62.195683977306885,18.072289156626507,0.0,37.03703703703704,0.09222694326418396,61,31,0.0023146015214254674,0.002499028857611261,3.779362048192771,2.975683473053892,4.749004334591788,4.341025903614457,3.23191011319073,5.696367670639319,-0.5616638554216866,-1.1412351343410452,-0.0008879757809274977,-1.4021214156626505,-0.15367620481927757,0,,,,,
last,estricta,dentro,fuera,fuera,vivo,gap,0.0,226,29,64.60176991150442,58.170653322730544,70.54479268019813,55.309734513274336,48.79289125166097,61.64908911304037,9.29203539823009,-7.52212389380531,27.1939614661654,0.33266683329167707,68,47,0.06170860823922371,0.0621800562848156,2.550549557522124,2.0018283889411026,3.314347494666561,2.926282300884956,2.1827239472078124,4.034766405973452,-0.3757327433628318,-0.9176340187747035,0.1213149692118224,-0.8829205088495575,-0.11844522123893828,226,92.47787610619469,88.28504058347319,95.25080233413755,84.51327433628319,97.8074942791762
last,estricta,dentro,fuera,fuera,vivo,gap,0.25,173,26,68.78612716763006,61.53649717895545,75.21958956307138,54.91329479768786,47.47215770194779,62.14097267673615,13.872832369942197,-4.49438202247191,33.75,0.19320169957510622,59,35,0.017209595585930923,0.01767922054301327,2.755493063583815,2.0250083965141608,3.696149075144508,3.2500549132947976,2.3049389300337184,4.613497289438502,-0.49456184971098277,-1.1914662411622277,0.16236619026870008,-1.2479198265895952,-0.15981763005780356,173,90.7514450867052,85.5055007958445,94.22693352147526,81.21546961325967,97.6608187134503
last,estricta,dentro,fuera,fuera,vivo,retorno_sesion,0.0,226,29,66.3716814159292,59.98422403402601,72.2118820904698,53.53982300884956,47.03257023069361,59.928750012440624,12.831858407079647,-3.669724770642202,30.53097345132743,0.18795301174706325,71,42,0.008149691373771218,0.008438090723936613,3.331043362831859,2.678175297031641,4.149744637622471,3.7174345132743367,2.824758050628161,4.841457697496117,-0.38639115044247785,-0.8408561184210527,0.02938539956542707,-0.9581120575221238,-0.06915734513274331,0,,,,,
last,estricta,dentro,fuera,fuera,vivo,retorno_sesion,0.25,173,26,72.83236994219654,65.76157861158705,78.91120373641478,54.91329479768786,47.47215770194779,62.14097267673615,17.91907514450867,0.5882352941176471,36.066301290134824,0.08322919270182455,62,31,0.0017127644224002312,0.0018654646290708894,3.7190502890173414,2.9208370854263057,4.661728377048178,4.227110404624277,3.155800197196423,5.544772474844461,-0.5080601156069363,-1.0861945651750342,0.04098111620057857,-1.320624479768786,-0.0766669942196531,0,,,,,
