Date,UMC,GFS,TSEM,GSM,ENTG,MKSI,LIN,SHECY,ASML,AMAT,LRCX,KLAC,TER,TOELY,TSM,INTC,MU,SNDK,WDC,ASX,AMKR,NVDA,AVGO,AMD,QCOM,ARM,SNPS,CDNS,MSFT,GOOGL,META,AMZN,VRT,SMH,SOXX,XSD
2018-09-05,1.833463191986084,,21.940000534057617,7.751208782196045,31.91139793395996,87.1715087890625,138.4969940185547,8.811779022216797,181.05926513671875,39.075740814208984,15.445490837097168,10.667216300964355,39.44539260864258,26.522544860839844,37.62901306152344,40.81201171875,48.30829620361328,,41.91511917114258,3.455296516418457,7.660100936889648,6.887289047241211,17.952007293701172,28.510000228881836,58.296566009521484,,100.66999816894531,46.529998779296875,100.43452453613281,59.38986587524414,165.7246856689453,99.74099731445312,9.74815559387207,50.822975158691406,59.015621185302734,76.34559631347656
2018-09-06,1.826722502708435,,21.15999984741211,7.693146705627441,29.289073944091797,80.01707458496094,138.96714782714844,8.839205741882324,171.1581268310547,37.02542495727539,14.369044303894043,9.630387306213379,38.17265701293945,25.600133895874023,37.48434829711914,40.41859436035156,43.53987503051758,,40.36451721191406,3.390374183654785,7.2798752784729,6.746285915374756,17.510141372680664,27.84000015258789,57.8607177734375,,101.77999877929688,46.540000915527344,100.66595458984375,58.6414909362793,161.1151580810547,97.91549682617188,9.74815559387207,49.50502395629883,57.451515197753906,74.70845794677734
2018-09-07,1.79301917552948,,20.979999542236328,7.770561695098877,30.27244758605957,80.11116790771484,137.512451171875,8.584529876708984,167.8361053466797,36.63926315307617,14.326850891113281,9.352107048034668,38.27871322631836,24.74268341064453,38.190635681152344,39.72584533691406,43.74465560913086,,40.29467010498047,3.311025619506836,7.242781639099121,6.725013732910156,18.856822967529297,27.3799991607666,57.87715148925781,,102.05000305175781,46.439998626708984,100.1753158569336,58.324501037597656,161.62071228027344,97.60350036621094,9.728260040283203,49.286136627197266,57.2135124206543,73.95281982421875
2018-09-10,1.66494619846344,,20.81999969482422,7.751208782196045,30.46526336669922,80.11116790771484,138.25750732421875,8.572774887084961,172.29025268554688,36.4094123840332,14.316076278686523,9.487658500671387,38.03766632080078,24.75567626953125,37.969383239746094,39.59756851196289,43.78365707397461,,39.847652435302734,3.238889455795288,7.261329650878906,6.796008110046387,19.507875442504883,29.889999389648438,59.472503662109375,,102.58999633789062,46.4900016784668,101.2584228515625,58.199195861816406,162.7508087158203,96.95050048828125,9.817785263061523,49.76581573486328,57.81935119628906,74.44686126708984
2018-09-11,1.7053903341293335,,20.889999389648438,7.567347049713135,30.368852615356445,78.6520767211914,139.33078002929688,8.482659339904785,170.1559600830078,36.02324295043945,14.048486709594727,9.48137378692627,37.17953872680664,24.911577224731445,37.90982437133789,38.4258918762207,42.51597595214844,,38.401817321777344,3.246103525161743,7.066580772399902,6.748267650604248,18.85439109802246,30.100000381469727,59.62875747680664,,102.44000244140625,46.459999084472656,102.98031616210938,58.93865966796875,164.4954833984375,99.35749816894531,9.698420524597168,49.14176559448242,57.259857177734375,74.38875579833984
2018-09-12,1.6514649391174316,,21.1200008392334,7.780238628387451,28.63349723815918,76.25153350830078,138.90501403808594,8.239738464355469,162.73248291015625,35.296897888183594,13.593764305114746,9.237201690673828,35.35718536376953,23.463001251220703,37.39075469970703,38.4258918762207,40.702232360839844,,39.512393951416016,3.2821710109710693,6.797641754150391,6.634476661682129,18.638729095458984,32.209999084472656,59.003780364990234,,102.08999633789062,45.869998931884766,103.4154281616211,58.02782440185547,160.58978271484375,99.5,9.74815559387207,48.57825469970703,56.59837341308594,73.6331558227539
2018-09-13,1.6919090747833252,,21.139999389648438,7.683469772338867,28.970924377441406,77.56948852539062,141.20236206054688,8.149621963500977,168.8847198486328,35.75661087036133,13.842370986938477,9.350311279296875,36.07069778442383,23.450010299682617,36.956756591796875,38.97324752807617,42.535491943359375,,39.882572174072266,3.3182387351989746,7.103675365447998,6.712151527404785,19.087080001831055,30.479999542236328,61.35569763183594,,102.80999755859375,46.310001373291016,104.52633666992188,58.54985427856445,159.95535278320312,99.49349975585938,9.74815559387207,49.17436599731445,57.24441909790039,73.59439086914062
2018-09-14,1.6986496448516846,,21.3799991607666,7.7415313720703125,29.501169204711914,78.41670989990234,139.2509307861328,8.396461486816406,171.0653839111328,35.9496955871582,13.87310791015625,9.378137588500977,36.196041107177734,23.64488410949707,37.79069137573242,38.947593688964844,43.19857406616211,,39.784793853759766,3.3398795127868652,7.159318447113037,6.838061809539795,19.16167640686035,32.720001220703125,61.75041580200195,,102.72000122070312,46.2599983215332,104.95218658447266,58.34381866455078,160.90699768066406,98.5094985961914,9.74815559387207,49.6819953918457,57.887359619140625,74.47593688964844
2018-09-17,1.6851683855056763,,21.75,7.751208782196045,28.778106689453125,77.66361999511719,140.16452026367188,8.412135124206543,169.89614868164062,35.58192825317383,13.75015926361084,9.270414352416992,35.887508392333984,23.488985061645508,37.23757553100586,38.8449592590332,42.49647521972656,,39.93844985961914,3.30381178855896,7.233508110046387,6.776219367980957,19.039247512817383,32.43000030517578,60.22909164428711,,100.06999969482422,45.369998931884766,103.8134994506836,57.44487762451172,159.18212890625,95.40149688720703,9.698420524597168,49.01136779785156,57.0805778503418,73.40066528320312
2018-09-18,1.66494619846344,,22.010000228881836,7.73185396194458,28.440671920776367,78.27550506591797,140.29762268066406,8.52575969696045,173.1254119873047,36.03243637084961,13.890279769897461,9.299142837524414,36.1381950378418,23.61240577697754,37.0673828125,39.426517486572266,44.202964782714844,,40.5810546875,3.3398795127868652,7.177864074707031,6.704236030578613,19.58245086669922,31.93000030517578,61.44615936279297,,99.5999984741211,45.220001220703125,104.80401611328125,57.805442810058594,158.90457153320312,97.05249786376953,9.718314170837402,49.38393020629883,57.57206344604492,74.31126403808594
