id,fecha,ticker,puntaje_v0,sentimiento_ia,puntaje_ia,apertura_estimada_pct,confianza_r2,timestamp_utc,exchange,sesion_objetivo,available_at,estado,intervalo80_pp,n_muestra,modelo_version,beta
198,2026-07-17,META,0.6,0.12500000000000003,0.5887,,,2026-07-17T22:15:06.357065+00:00,,,2026-07-17T20:00:00+00:00,,,,4.6.0,
199,2026-07-17,GOOGL,0.59,0.675,0.6643,,,2026-07-17T22:15:06.357065+00:00,,,2026-07-17T20:00:00+00:00,,,,4.6.0,
200,2026-07-17,MSFT,0.58,0.62,0.649,,,2026-07-17T22:15:06.357065+00:00,,,2026-07-17T20:00:00+00:00,,,,4.6.0,
201,2026-07-17,ASML,0.56,0.14444444444444438,0.5637,,,2026-07-17T22:15:06.357065+00:00,,,2026-07-17T20:00:00+00:00,,,,4.6.0,
202,2026-07-17,TXN,0.55,0.08611111111111114,0.5479,,,2026-07-17T22:15:06.357065+00:00,,,2026-07-17T20:00:00+00:00,,,,4.6.0,
203,2026-07-17,AVGO,0.5,0.14333333333333337,0.5215,,,2026-07-17T22:15:06.357065+00:00,,,2026-07-17T20:00:00+00:00,,,,4.6.0,
204,2026-07-17,8035.T,0.5,0.2571428571428572,0.5386,-1.01,0.2507,2026-07-17T22:15:06.357065+00:00,XTKS,2026-07-21,2026-07-17T20:00:00+00:00,verificada,4.42,120.0,4.6.0,
205,2026-07-17,TSM,0.48,0.3710526315789474,0.5417,,,2026-07-17T22:15:06.357065+00:00,,,2026-07-17T20:00:00+00:00,,,,4.6.0,
206,2026-07-17,IFX.DE,0.46,0.5184210526315788,0.5498,-0.1,0.0028,2026-07-17T22:15:06.357065+00:00,XETR,2026-07-20,2026-07-17T20:00:00+00:00,verificada,4.89,120.0,4.6.0,
207,2026-07-17,MU,0.46,0.3041666666666664,0.5176,,,2026-07-17T22:15:06.357065+00:00,,,2026-07-17T20:00:00+00:00,,,,4.6.0,
208,2026-07-17,000660.KS,0.43,0.34583333333333327,0.5029,-1.44,0.1931,2026-07-17T22:15:06.357065+00:00,XKRX,2026-07-20,2026-07-17T20:00:00+00:00,verificada,7.48,120.0,4.6.0,
209,2026-07-17,INTC,0.43,0.10185185185185182,0.4663,,,2026-07-17T22:15:06.357065+00:00,,,2026-07-17T20:00:00+00:00,,,,4.6.0,
210,2026-07-17,ARM,0.42,0.27499999999999997,0.4852,,,2026-07-17T22:15:06.357065+00:00,,,2026-07-17T20:00:00+00:00,,,,4.6.0,
211,2026-07-17,005930.KS,0.38,0.34864864864864853,0.4683,-1.12,0.1606,2026-07-17T22:15:06.357065+00:00,XKRX,2026-07-20,2026-07-17T20:00:00+00:00,verificada,6.5,120.0,4.6.0,
212,2026-07-17,6857.T,0.34,0.3239999999999999,0.4366,-1.11,0.2109,2026-07-17T22:15:06.357065+00:00,XTKS,2026-07-21,2026-07-17T20:00:00+00:00,verificada,5.47,120.0,4.6.0,
213,2026-07-17,QCOM,0.28,0.1928571428571428,0.3749,,,2026-07-17T22:15:06.357065+00:00,,,2026-07-17T20:00:00+00:00,,,,4.6.0,
214,2026-07-17,FCX,0.27,,,,,2026-07-17T22:15:06.357065+00:00,,,2026-07-17T20:00:00+00:00,,,,4.6.0,
215,2026-07-20,3436.T,0.69,,,,,2026-07-20T22:26:07.923643+00:00,,,2026-07-20T22:26:07.923643+00:00,,,,4.6.0,
216,2026-07-20,4063.T,0.67,,,,,2026-07-20T22:26:07.923643+00:00,,,2026-07-20T22:26:07.923643+00:00,,,,4.6.0,
217,2026-07-20,2330.TW,0.64,0.3710526315789474,0.6537,,,2026-07-20T22:26:07.923643+00:00,,,2026-07-20T22:26:07.923643+00:00,,,,4.6.0,
218,2026-07-20,AMD,0.63,0.24423076923076914,0.6276,,,2026-07-20T22:26:07.923643+00:00,,,2026-07-20T22:26:07.923643+00:00,,,,4.6.0,
219,2026-07-20,GOOGL,0.62,0.675,0.6852,,,2026-07-20T22:26:07.923643+00:00,,,2026-07-20T22:26:07.923643+00:00,,,,4.6.0,
220,2026-07-20,BHP,0.61,,,,,2026-07-20T22:26:07.923643+00:00,,,2026-07-20T22:26:07.923643+00:00,,,,4.6.0,
221,2026-07-20,NVDA,0.6,0.4418181818181816,0.6363,,,2026-07-20T22:26:07.923643+00:00,,,2026-07-20T22:26:07.923643+00:00,,,,4.6.0,
222,2026-07-20,META,0.58,0.12500000000000003,0.5747,,,2026-07-20T22:26:07.923643+00:00,,,2026-07-20T22:26:07.923643+00:00,,,,4.6.0,
223,2026-07-20,MSFT,0.58,0.62,0.649,,,2026-07-20T22:26:07.923643+00:00,,,2026-07-20T22:26:07.923643+00:00,,,,4.6.0,
224,2026-07-20,AVGO,0.57,0.14333333333333337,0.5705,,,2026-07-20T22:26:07.923643+00:00,,,2026-07-20T22:26:07.923643+00:00,,,,4.6.0,
225,2026-07-20,TXN,0.55,0.08611111111111114,0.5479,,,2026-07-20T22:26:07.923643+00:00,,,2026-07-20T22:26:07.923643+00:00,,,,4.6.0,
226,2026-07-20,ASML,0.53,0.14444444444444438,0.5427,,,2026-07-20T22:26:07.923643+00:00,,,2026-07-20T22:26:07.923643+00:00,,,,4.6.0,
227,2026-07-20,TSM,0.52,0.3710526315789474,0.5697,,,2026-07-20T22:26:07.923643+00:00,,,2026-07-20T22:26:07.923643+00:00,,,,4.6.0,
228,2026-07-20,8035.T,0.5,0.2571428571428572,0.5386,,,2026-07-20T22:26:07.923643+00:00,,,2026-07-20T22:26:07.923643+00:00,,,,4.6.0,
229,2026-07-20,UMC,0.48,0.03823529411764707,0.4917,,,2026-07-20T22:26:07.923643+00:00,,,2026-07-20T22:26:07.923643+00:00,,,,4.6.0,
230,2026-07-20,INTC,0.44,0.10185185185185182,0.4733,,,2026-07-20T22:26:07.923643+00:00,,,2026-07-20T22:26:07.923643+00:00,,,,4.6.0,
231,2026-07-20,IFX.DE,0.44,0.5184210526315788,0.5358,,,2026-07-20T22:26:07.923643+00:00,,,2026-07-20T22:26:07.923643+00:00,,,,4.6.0,
232,2026-07-20,MU,0.43,0.3041666666666664,0.4966,,,2026-07-20T22:26:07.923643+00:00,,,2026-07-20T22:26:07.923643+00:00,,,,4.6.0,
233,2026-07-20,ARM,0.42,0.27499999999999997,0.4852,,,2026-07-20T22:26:07.923643+00:00,,,2026-07-20T22:26:07.923643+00:00,,,,4.6.0,
234,2026-07-20,000660.KS,0.4,0.34583333333333327,0.4819,,,2026-07-20T22:26:07.923643+00:00,,,2026-07-20T22:26:07.923643+00:00,,,,4.6.0,
235,2026-07-20,005930.KS,0.4,0.34864864864864853,0.4823,,,2026-07-20T22:26:07.923643+00:00,,,2026-07-20T22:26:07.923643+00:00,,,,4.6.0,
236,2026-07-20,6857.T,0.34,0.3239999999999999,0.4366,,,2026-07-20T22:26:07.923643+00:00,,,2026-07-20T22:26:07.923643+00:00,,,,4.6.0,
237,2026-07-20,FCX,0.33,,,,,2026-07-20T22:26:07.923643+00:00,,,2026-07-20T22:26:07.923643+00:00,,,,4.6.0,
238,2026-07-20,QCOM,0.31,0.1928571428571428,0.3959,,,2026-07-20T22:26:07.923643+00:00,,,2026-07-20T22:26:07.923643+00:00,,,,4.6.0,
239,2026-07-21,AMD,0.73,0.24423076923076914,0.6976,,,2026-07-21T22:25:50.552049+00:00,,,2026-07-21T20:00:00+00:00,,,,4.6.0,
240,2026-07-21,BHP,0.64,,,,,2026-07-21T22:25:50.552049+00:00,,,2026-07-21T20:00:00+00:00,,,,4.6.0,
241,2026-07-21,3436.T,0.63,,,3.65,0.132,2026-07-21T22:25:50.552049+00:00,XTKS,2026-07-22,2026-07-21T20:00:00+00:00,verificada,7.44,120.0,4.6.0,
242,2026-07-21,NVDA,0.61,0.4418181818181816,0.6433,,,2026-07-21T22:25:50.552049+00:00,,,2026-07-21T20:00:00+00:00,,,,4.6.0,
243,2026-07-21,AVGO,0.6,0.14333333333333337,0.5915,,,2026-07-21T22:25:50.552049+00:00,,,2026-07-21T20:00:00+00:00,,,,4.6.0,
244,2026-07-21,META,0.59,0.12500000000000003,0.5817,,,2026-07-21T22:25:50.552049+00:00,,,2026-07-21T20:00:00+00:00,,,,4.6.0,
245,2026-07-21,ASML,0.58,0.14444444444444438,0.5777,,,2026-07-21T22:25:50.552049+00:00,,,2026-07-21T20:00:00+00:00,,,,4.6.0,
246,2026-07-21,MSFT,0.58,0.62,0.649,,,2026-07-21T22:25:50.552049+00:00,,,2026-07-21T20:00:00+00:00,,,,4.6.0,
247,2026-07-21,4063.T,0.57,,,1.69,0.1195,2026-07-21T22:25:50.552049+00:00,XTKS,2026-07-22,2026-07-21T20:00:00+00:00,verificada,3.65,120.0,4.6.0,
248,2026-07-21,TSM,0.56,0.3710526315789474,0.5977,,,2026-07-21T22:25:50.552049+00:00,,,2026-07-21T20:00:00+00:00,,,,4.6.0,
249,2026-07-21,TXN,0.54,0.08611111111111114,0.5409,,,2026-07-21T22:25:50.552049+00:00,,,2026-07-21T20:00:00+00:00,,,,4.6.0,
250,2026-07-21,MU,0.53,0.3041666666666664,0.5666,,,2026-07-21T22:25:50.552049+00:00,,,2026-07-21T20:00:00+00:00,,,,4.6.0,
251,2026-07-21,GOOGL,0.52,0.675,0.6152,,,2026-07-21T22:25:50.552049+00:00,,,2026-07-21T20:00:00+00:00,,,,4.6.0,
252,2026-07-21,INTC,0.48,0.10185185185185182,0.5013,,,2026-07-21T22:25:50.552049+00:00,,,2026-07-21T20:00:00+00:00,,,,4.6.0,
253,2026-07-21,8035.T,0.47,0.2571428571428572,0.5176,3.23,0.2535,2026-07-21T22:25:50.552049+00:00,XTKS,2026-07-22,2026-07-21T20:00:00+00:00,verificada,4.4,120.0,4.6.0,
254,2026-07-21,ARM,0.46,0.27499999999999997,0.5132,,,2026-07-21T22:25:50.552049+00:00,,,2026-07-21T20:00:00+00:00,,,,4.6.0,
255,2026-07-21,UMC,0.44,0.03823529411764707,0.4637,,,2026-07-21T22:25:50.552049+00:00,,,2026-07-21T20:00:00+00:00,,,,4.6.0,
256,2026-07-21,005930.KS,0.42,0.34864864864864853,0.4963,3.63,0.1639,2026-07-21T22:25:50.552049+00:00,XKRX,2026-07-22,2026-07-21T20:00:00+00:00,verificada,6.53,120.0,4.6.0,
257,2026-07-21,FCX,0.37,,,,,2026-07-21T22:25:50.552049+00:00,,,2026-07-21T20:00:00+00:00,,,,4.6.0,
258,2026-07-21,000660.KS,0.35,0.34583333333333327,0.4469,4.64,0.1978,2026-07-21T22:25:50.552049+00:00,XKRX,2026-07-22,2026-07-21T20:00:00+00:00,verificada,7.44,120.0,4.6.0,
259,2026-07-21,6857.T,0.34,0.3239999999999999,0.4366,3.6,0.2154,2026-07-21T22:25:50.552049+00:00,XTKS,2026-07-22,2026-07-21T20:00:00+00:00,verificada,5.46,120.0,4.6.0,
260,2026-07-21,QCOM,0.3,0.1928571428571428,0.3889,,,2026-07-21T22:25:50.552049+00:00,,,2026-07-21T20:00:00+00:00,,,,4.6.0,
261,2026-07-22,AMD,0.75,0.24423076923076914,0.7116,,,2026-07-22T22:22:15.524316+00:00,,,2026-07-22T20:00:00+00:00,,,,4.6.0,
262,2026-07-22,3436.T,0.66,,,0.3,0.126,2026-07-22T22:22:15.524316+00:00,XTKS,2026-07-23,2026-07-22T20:00:00+00:00,verificada,7.47,120.0,4.6.0,
263,2026-07-22,NVDA,0.63,0.4418181818181816,0.6573,,,2026-07-22T22:22:15.524316+00:00,,,2026-07-22T20:00:00+00:00,,,,4.6.0,
264,2026-07-22,BHP,0.62,,,,,2026-07-22T22:22:15.524316+00:00,,,2026-07-22T20:00:00+00:00,,,,4.6.0,
265,2026-07-22,2330.TW,0.59,0.3710526315789474,0.6187,0.15,0.2329,2026-07-22T22:22:15.524316+00:00,XTAI,2026-07-23,2026-07-22T20:00:00+00:00,verificada,2.57,120.0,4.6.0,
266,2026-07-22,ASML,0.58,0.14444444444444438,0.5777,,,2026-07-22T22:22:15.524316+00:00,,,2026-07-22T20:00:00+00:00,,,,4.6.0,
267,2026-07-22,4063.T,0.58,,,0.14,0.1354,2026-07-22T22:22:15.524316+00:00,XTKS,2026-07-23,2026-07-22T20:00:00+00:00,verificada,3.45,120.0,4.6.0,
268,2026-07-22,MSFT,0.58,0.62,0.649,,,2026-07-22T22:22:15.524316+00:00,,,2026-07-22T20:00:00+00:00,,,,4.6.0,
269,2026-07-22,META,0.58,0.12500000000000003,0.5747,,,2026-07-22T22:22:15.524316+00:00,,,2026-07-22T20:00:00+00:00,,,,4.6.0,
270,2026-07-22,AVGO,0.56,0.14333333333333337,0.5635,,,2026-07-22T22:22:15.524316+00:00,,,2026-07-22T20:00:00+00:00,,,,4.6.0,
271,2026-07-22,TXN,0.55,0.08611111111111114,0.5479,,,2026-07-22T22:22:15.524316+00:00,,,2026-07-22T20:00:00+00:00,,,,4.6.0,
272,2026-07-22,MU,0.52,0.3041666666666664,0.5596,,,2026-07-22T22:22:15.524316+00:00,,,2026-07-22T20:00:00+00:00,,,,4.6.0,
273,2026-07-22,FCX,0.5,,,,,2026-07-22T22:22:15.524316+00:00,,,2026-07-22T20:00:00+00:00,,,,4.6.0,
274,2026-07-22,TSM,0.49,0.3710526315789474,0.5487,,,2026-07-22T22:22:15.524316+00:00,,,2026-07-22T20:00:00+00:00,,,,4.6.0,
275,2026-07-22,GOOGL,0.49,0.675,0.5942,,,2026-07-22T22:22:15.524316+00:00,,,2026-07-22T20:00:00+00:00,,,,4.6.0,
276,2026-07-22,ARM,0.49,0.27499999999999997,0.5342,,,2026-07-22T22:22:15.524316+00:00,,,2026-07-22T20:00:00+00:00,,,,4.6.0,
277,2026-07-22,8035.T,0.48,0.2571428571428572,0.5246,0.26,0.2409,2026-07-22T22:22:15.524316+00:00,XTKS,2026-07-23,2026-07-22T20:00:00+00:00,verificada,4.42,120.0,4.6.0,
278,2026-07-22,IFX.DE,0.46,0.5184210526315788,0.5498,0.03,0.0027,2026-07-22T22:22:15.524316+00:00,XETR,2026-07-23,2026-07-22T20:00:00+00:00,verificada,4.92,120.0,4.6.0,
279,2026-07-22,INTC,0.41,0.10185185185185182,0.4523,,,2026-07-22T22:22:15.524316+00:00,,,2026-07-22T20:00:00+00:00,,,,4.6.0,
280,2026-07-22,UMC,0.4,0.03823529411764707,0.4357,,,2026-07-22T22:22:15.524316+00:00,,,2026-07-22T20:00:00+00:00,,,,4.6.0,
281,2026-07-22,005930.KS,0.4,0.34864864864864853,0.4823,0.3,0.16,2026-07-22T22:22:15.524316+00:00,XKRX,2026-07-23,2026-07-22T20:00:00+00:00,verificada,6.54,120.0,4.6.0,
282,2026-07-22,000660.KS,0.35,0.34583333333333327,0.4469,0.38,0.1902,2026-07-22T22:22:15.524316+00:00,XKRX,2026-07-23,2026-07-22T20:00:00+00:00,verificada,7.45,120.0,4.6.0,
283,2026-07-22,QCOM,0.31,0.1928571428571428,0.3959,,,2026-07-22T22:22:15.524316+00:00,,,2026-07-22T20:00:00+00:00,,,,4.6.0,
284,2026-07-22,6857.T,0.31,0.3239999999999999,0.4156,0.3,0.2076,2026-07-22T22:22:15.524316+00:00,XTKS,2026-07-23,2026-07-22T20:00:00+00:00,verificada,5.48,120.0,4.6.0,
285,2026-07-23,AMD,0.68,0.24423076923076914,0.6626,,,2026-07-23T22:27:41.336223+00:00,,,2026-07-23T20:00:00+00:00,,,,4.6.0,
286,2026-07-23,2330.TW,0.66,0.3710526315789474,0.6677,-0.17,0.216,2026-07-23T22:27:41.336223+00:00,XTAI,2026-07-24,2026-07-23T20:00:00+00:00,verificada,2.47,120.0,4.6.0,
287,2026-07-23,NVDA,0.63,0.4418181818181816,0.6573,,,2026-07-23T22:27:41.336223+00:00,,,2026-07-23T20:00:00+00:00,,,,4.6.0,
288,2026-07-23,AVGO,0.62,0.14333333333333337,0.6055,,,2026-07-23T22:27:41.336223+00:00,,,2026-07-23T20:00:00+00:00,,,,4.6.0,
289,2026-07-23,3436.T,0.62,,,-0.35,0.1188,2026-07-23T22:27:41.336223+00:00,XTKS,2026-07-24,2026-07-23T20:00:00+00:00,verificada,7.38,120.0,4.6.0,
290,2026-07-23,BHP,0.62,,,,,2026-07-23T22:27:41.336223+00:00,,,2026-07-23T20:00:00+00:00,,,,4.6.0,
291,2026-07-23,MSFT,0.61,0.62,0.67,,,2026-07-23T22:27:41.336223+00:00,,,2026-07-23T20:00:00+00:00,,,,4.6.0,
292,2026-07-23,4063.T,0.6,,,-0.16,0.1239,2026-07-23T22:27:41.336223+00:00,XTKS,2026-07-24,2026-07-23T20:00:00+00:00,verificada,3.34,120.0,4.6.0,
293,2026-07-23,META,0.57,0.12500000000000003,0.5677,,,2026-07-23T22:27:41.336223+00:00,,,2026-07-23T20:00:00+00:00,,,,4.6.0,
294,2026-07-23,ASML,0.56,0.14444444444444438,0.5637,,,2026-07-23T22:27:41.336223+00:00,,,2026-07-23T20:00:00+00:00,,,,4.6.0,
295,2026-07-23,TSM,0.52,0.3710526315789474,0.5697,,,2026-07-23T22:27:41.336223+00:00,,,2026-07-23T20:00:00+00:00,,,,4.6.0,
296,2026-07-23,TXN,0.52,0.08611111111111114,0.5269,,,2026-07-23T22:27:41.336223+00:00,,,2026-07-23T20:00:00+00:00,,,,4.6.0,
297,2026-07-23,ARM,0.51,0.27499999999999997,0.5482,,,2026-07-23T22:27:41.336223+00:00,,,2026-07-23T20:00:00+00:00,,,,4.6.0,
298,2026-07-23,IFX.DE,0.51,0.5184210526315788,0.5848,-0.02,0.001,2026-07-23T22:27:41.336223+00:00,XETR,2026-07-24,2026-07-23T20:00:00+00:00,verificada,4.82,120.0,4.6.0,
299,2026-07-23,MU,0.5,0.3041666666666664,0.5456,,,2026-07-23T22:27:41.336223+00:00,,,2026-07-23T20:00:00+00:00,,,,4.6.0,
300,2026-07-23,8035.T,0.5,0.2571428571428572,0.5386,-0.31,0.2527,2026-07-23T22:27:41.336223+00:00,XTKS,2026-07-24,2026-07-23T20:00:00+00:00,verificada,4.17,120.0,4.6.0,
301,2026-07-23,FCX,0.48,,,,,2026-07-23T22:27:41.336223+00:00,,,2026-07-23T20:00:00+00:00,,,,4.6.0,
302,2026-07-23,GOOGL,0.43,0.675,0.5522,,,2026-07-23T22:27:41.336223+00:00,,,2026-07-23T20:00:00+00:00,,,,4.6.0,
303,2026-07-23,UMC,0.42,0.03823529411764707,0.4497,,,2026-07-23T22:27:41.336223+00:00,,,2026-07-23T20:00:00+00:00,,,,4.6.0,
304,2026-07-23,INTC,0.39,0.10185185185185182,0.4383,,,2026-07-23T22:27:41.336223+00:00,,,2026-07-23T20:00:00+00:00,,,,4.6.0,
305,2026-07-23,005930.KS,0.38,0.34864864864864853,0.4683,-0.33,0.1458,2026-07-23T22:27:41.336223+00:00,XKRX,2026-07-24,2026-07-23T20:00:00+00:00,verificada,6.21,120.0,4.6.0,
306,2026-07-23,000660.KS,0.37,0.34583333333333327,0.4609,-0.43,0.1739,2026-07-23T22:27:41.336223+00:00,XKRX,2026-07-24,2026-07-23T20:00:00+00:00,verificada,7.19,120.0,4.6.0,
307,2026-07-23,QCOM,0.31,0.1928571428571428,0.3959,,,2026-07-23T22:27:41.336223+00:00,,,2026-07-23T20:00:00+00:00,,,,4.6.0,
308,2026-07-23,6857.T,0.28,0.3239999999999999,0.3946,-0.34,0.198,2026-07-23T22:27:41.336223+00:00,XTKS,2026-07-24,2026-07-23T20:00:00+00:00,verificada,5.38,120.0,4.6.0,
309,2026-07-24,AMD,0.72,0.24423076923076914,0.6906,,,2026-07-24T22:15:06.085758+00:00,,,2026-07-24T20:00:00+00:00,,,,4.6.0,
310,2026-07-24,BHP,0.72,,,,,2026-07-24T22:15:06.085758+00:00,,,2026-07-24T20:00:00+00:00,,,,4.6.0,
311,2026-07-24,2330.TW,0.68,0.3710526315789474,0.6817,-1.46,0.2401,2026-07-24T22:15:06.085758+00:00,XTAI,2026-07-27,2026-07-24T20:00:00+00:00,verificada,2.55,120.0,4.6.0,
312,2026-07-24,NVDA,0.64,0.4418181818181816,0.6643,,,2026-07-24T22:15:06.085758+00:00,,,2026-07-24T20:00:00+00:00,,,,4.6.0,
313,2026-07-24,AVGO,0.62,0.14333333333333337,0.6055,,,2026-07-24T22:15:06.085758+00:00,,,2026-07-24T20:00:00+00:00,,,,4.6.0,
314,2026-07-24,TXN,0.62,0.08611111111111114,0.5969,,,2026-07-24T22:15:06.085758+00:00,,,2026-07-24T20:00:00+00:00,,,,4.6.0,
315,2026-07-24,META,0.57,0.12500000000000003,0.5677,,,2026-07-24T22:15:06.085758+00:00,,,2026-07-24T20:00:00+00:00,,,,4.6.0,
316,2026-07-24,MSFT,0.56,0.62,0.635,,,2026-07-24T22:15:06.085758+00:00,,,2026-07-24T20:00:00+00:00,,,,4.6.0,
317,2026-07-24,3436.T,0.56,,,-2.89,0.1256,2026-07-24T22:15:06.085758+00:00,XTKS,2026-07-27,2026-07-24T20:00:00+00:00,verificada,7.48,120.0,4.6.0,
318,2026-07-24,ASML,0.54,0.14444444444444438,0.5497,,,2026-07-24T22:15:06.085758+00:00,,,2026-07-24T20:00:00+00:00,,,,4.6.0,
319,2026-07-24,4063.T,0.53,,,-1.41,0.1378,2026-07-24T22:15:06.085758+00:00,XTKS,2026-07-27,2026-07-24T20:00:00+00:00,verificada,3.45,120.0,4.6.0,
320,2026-07-24,MU,0.51,0.3041666666666664,0.5526,,,2026-07-24T22:15:06.085758+00:00,,,2026-07-24T20:00:00+00:00,,,,4.6.0,
321,2026-07-24,ARM,0.48,0.27499999999999997,0.5272,,,2026-07-24T22:15:06.085758+00:00,,,2026-07-24T20:00:00+00:00,,,,4.6.0,
322,2026-07-24,TSM,0.48,0.3710526315789474,0.5417,,,2026-07-24T22:15:06.085758+00:00,,,2026-07-24T20:00:00+00:00,,,,4.6.0,
323,2026-07-24,IFX.DE,0.48,0.5184210526315788,0.5638,-0.35,0.0047,2026-07-24T22:15:06.085758+00:00,XETR,2026-07-27,2026-07-24T20:00:00+00:00,verificada,4.95,120.0,4.6.0,
324,2026-07-24,FCX,0.48,,,,,2026-07-24T22:15:06.085758+00:00,,,2026-07-24T20:00:00+00:00,,,,4.6.0,
325,2026-07-24,8035.T,0.47,0.2571428571428572,0.5176,-2.6,0.2537,2026-07-24T22:15:06.085758+00:00,XTKS,2026-07-27,2026-07-24T20:00:00+00:00,verificada,4.37,120.0,4.6.0,
326,2026-07-24,GOOGL,0.45,0.675,0.5662,,,2026-07-24T22:15:06.085758+00:00,,,2026-07-24T20:00:00+00:00,,,,4.6.0,
327,2026-07-24,UMC,0.43,0.03823529411764707,0.4567,,,2026-07-24T22:15:06.085758+00:00,,,2026-07-24T20:00:00+00:00,,,,4.6.0,
328,2026-07-24,INTC,0.41,0.10185185185185182,0.4523,,,2026-07-24T22:15:06.085758+00:00,,,2026-07-24T20:00:00+00:00,,,,4.6.0,
329,2026-07-24,005930.KS,0.4,0.34864864864864853,0.4823,-2.94,0.1607,2026-07-24T22:15:06.085758+00:00,XKRX,2026-07-27,2026-07-24T20:00:00+00:00,verificada,6.59,120.0,4.6.0,
330,2026-07-24,QCOM,0.36,0.1928571428571428,0.4309,,,2026-07-24T22:15:06.085758+00:00,,,2026-07-24T20:00:00+00:00,,,,4.6.0,
331,2026-07-24,000660.KS,0.32,0.34583333333333327,0.4259,-3.7,0.1899,2026-07-24T22:15:06.085758+00:00,XKRX,2026-07-27,2026-07-24T20:00:00+00:00,verificada,7.5,120.0,4.6.0,
332,2026-07-24,6857.T,0.29,0.3239999999999999,0.4016,-2.85,0.2052,2026-07-24T22:15:06.085758+00:00,XTKS,2026-07-27,2026-07-24T20:00:00+00:00,verificada,5.5,120.0,4.6.0,
333,2026-07-27,BHP,0.72,-0.02401811209315704,0.6504,,,2026-07-27T22:15:59.759002+00:00,,,2026-07-27T20:00:00+00:00,,,,4.6.0,
334,2026-07-27,2330.TW,0.69,0.3545995487997271,0.6862,-0.76,0.2344,2026-07-27T22:15:59.759002+00:00,XTAI,2026-07-28,2026-07-27T20:00:00+00:00,verificada,2.56,120.0,4.6.0,0.34
335,2026-07-27,AVGO,0.66,0.5904583810253368,0.7006,,,2026-07-27T22:15:59.759002+00:00,,,2026-07-27T20:00:00+00:00,,,,4.6.0,
336,2026-07-27,3436.T,0.66,0.07317514650297302,0.623,-1.45,0.1155,2026-07-27T22:15:59.759002+00:00,XTKS,2026-07-28,2026-07-27T20:00:00+00:00,verificada,7.51,120.0,4.6.0,0.65
337,2026-07-27,TXN,0.63,0.22470986635458517,0.6247,,,2026-07-27T22:15:59.759002+00:00,,,2026-07-27T20:00:00+00:00,,,,4.6.0,
338,2026-07-27,MSFT,0.62,0.30215329312448547,0.6293,,,2026-07-27T22:15:59.759002+00:00,,,2026-07-27T20:00:00+00:00,,,,4.6.0,
339,2026-07-27,AMD,0.62,0.413159399958361,0.646,,,2026-07-27T22:15:59.759002+00:00,,,2026-07-27T20:00:00+00:00,,,,4.6.0,
340,2026-07-27,META,0.56,0.2583021181537518,0.5807,,,2026-07-27T22:15:59.759002+00:00,,,2026-07-27T20:00:00+00:00,,,,4.6.0,
341,2026-07-27,NVDA,0.56,0.4975224418001475,0.6166,,,2026-07-27T22:15:59.759002+00:00,,,2026-07-27T20:00:00+00:00,,,,4.6.0,
342,2026-07-27,FCX,0.5,0.24726129901227178,0.5371,,,2026-07-27T22:15:59.759002+00:00,,,2026-07-27T20:00:00+00:00,,,,4.6.0,
343,2026-07-27,TSM,0.49,0.3545995487997271,0.5462,,,2026-07-27T22:15:59.759002+00:00,,,2026-07-27T20:00:00+00:00,,,,4.6.0,
344,2026-07-27,ARM,0.48,0.48145548668171523,0.5582,,,2026-07-27T22:15:59.759002+00:00,,,2026-07-27T20:00:00+00:00,,,,4.6.0,
345,2026-07-27,GOOGL,0.48,0.09239075723480276,0.4999,,,2026-07-27T22:15:59.759002+00:00,,,2026-07-27T20:00:00+00:00,,,,4.6.0,
346,2026-07-27,8035.T,0.48,0.32625082504659647,0.5349,-1.32,0.242,2026-07-27T22:15:59.759002+00:00,XTKS,2026-07-28,2026-07-27T20:00:00+00:00,verificada,4.37,120.0,4.6.0,0.59
347,2026-07-27,MU,0.46,0.15946304827949137,0.4959,,,2026-07-27T22:15:59.759002+00:00,,,2026-07-27T20:00:00+00:00,,,,4.6.0,
348,2026-07-27,ASML,0.46,0.3626662829706063,0.5264,,,2026-07-27T22:15:59.759002+00:00,,,2026-07-27T20:00:00+00:00,,,,4.6.0,
349,2026-07-27,IFX.DE,0.44,0.5219010465412699,0.5363,-0.18,0.0047,2026-07-27T22:15:59.759002+00:00,XETR,2026-07-28,2026-07-27T20:00:00+00:00,verificada,4.96,120.0,4.6.0,0.08
350,2026-07-27,005930.KS,0.43,0.5068637099229166,0.527,-1.47,0.1469,2026-07-27T22:15:59.759002+00:00,XKRX,2026-07-28,2026-07-27T20:00:00+00:00,verificada,6.6,120.0,4.6.0,0.66
351,2026-07-27,000660.KS,0.42,0.3589306488236935,0.4978,-1.83,0.1725,2026-07-27T22:15:59.759002+00:00,XKRX,2026-07-28,2026-07-27T20:00:00+00:00,verificada,7.51,120.0,4.6.0,0.82
352,2026-07-27,4063.T,0.42,0.13257080266662463,0.4639,-0.79,0.1495,2026-07-27T22:15:59.759002+00:00,XTKS,2026-07-28,2026-07-27T20:00:00+00:00,verificada,3.54,120.0,4.6.0,0.36
353,2026-07-27,UMC,0.42,0.21865396110974364,0.4768,,,2026-07-27T22:15:59.759002+00:00,,,2026-07-27T20:00:00+00:00,,,,4.6.0,
354,2026-07-27,QCOM,0.41,0.039571191640364524,0.4429,,,2026-07-27T22:15:59.759002+00:00,,,2026-07-27T20:00:00+00:00,,,,4.6.0,
