fecha,ticker,pred,sigma,alpha,n_train,gap_pct
2026-07-08,000660.KS,1.0558799227867282,1.5074801959097548,100.0,12591,7.3218
2026-07-08,005930.KS,1.0558799227867282,1.5074801959097548,100.0,12591,3.964
2026-07-08,2330.TW,1.0558799227867282,1.5074801959097548,100.0,12591,-0.6085
2026-07-08,3436.T,1.0558799227867282,1.5074801959097548,100.0,12591,3.6166
2026-07-08,4063.T,1.0558799227867282,1.5074801959097548,100.0,12591,-0.289
2026-07-08,6857.T,1.0558799227867282,1.5074801959097548,100.0,12591,4.9192
2026-07-08,8035.T,1.0558799227867282,1.5074801959097548,100.0,12591,3.7862
2026-07-08,IFX.DE,1.0558799227867282,1.5074801959097548,100.0,12591,3.798
2026-07-09,000660.KS,2.0641946325944156,1.5074801959097548,100.0,12591,5.032
2026-07-09,005930.KS,2.0641946325944156,1.5074801959097548,100.0,12591,4.6763
2026-07-09,3436.T,2.0641946325944156,1.5074801959097548,100.0,12591,6.162
2026-07-09,4063.T,2.0641946325944156,1.5074801959097548,100.0,12591,3.495
2026-07-09,6857.T,2.0641946325944156,1.5074801959097548,100.0,12591,3.4294
2026-07-09,8035.T,2.0641946325944156,1.5074801959097548,100.0,12591,2.5894
2026-07-09,IFX.DE,2.0641946325944156,1.5074801959097548,100.0,12591,-2.454
2026-07-13,2330.TW,-1.5960873629942276,1.5112806189463421,100.0,12615,-1.2295
2026-07-13,4063.T,-1.5960873629942276,1.5112806189463421,100.0,12615,-0.6131
2026-07-13,6857.T,-1.5960873629942276,1.5112806189463421,100.0,12615,-1.7349
2026-07-13,IFX.DE,-1.5960873629942276,1.5112806189463421,100.0,12615,-0.9237
2026-07-14,000660.KS,1.055685890337589,1.512406162830702,100.0,12623,10.8207
2026-07-14,005930.KS,1.055685890337589,1.512406162830702,100.0,12623,7.7947
2026-07-14,2330.TW,1.055685890337589,1.512406162830702,100.0,12623,0.2066
2026-07-14,3436.T,1.055685890337589,1.512406162830702,100.0,12623,1.1871
2026-07-14,4063.T,1.055685890337589,1.512406162830702,100.0,12623,1.4857
2026-07-14,6857.T,1.055685890337589,1.512406162830702,100.0,12623,1.3602
2026-07-14,8035.T,1.055685890337589,1.512406162830702,100.0,12623,1.0825
2026-07-14,IFX.DE,1.055685890337589,1.512406162830702,100.0,12623,1.1139
