fecha,ticker,pred,sigma,alpha,n_train,gap_pct,mu_clim,sd_clim,n_clim,MAE,CRPS,DIR
2026-07-08,000660.KS,1.0558799227867282,1.5074801959097548,100.0,12591,7.3218,0.117025404779076,1.9001170410376063,14723,1.055879922786728,0.7173892593435349,0.0
2026-07-08,005930.KS,1.0558799227867282,1.5074801959097548,100.0,12591,3.964,0.117025404779076,1.9001170410376063,14723,1.0558799227867284,0.7166448630039679,0.0
2026-07-08,2330.TW,1.0558799227867282,1.5074801959097548,100.0,12591,-0.6085,0.117025404779076,1.9001170410376063,14723,-1.0558799227867282,-0.46585383979460937,0.0
2026-07-08,3436.T,1.0558799227867282,1.5074801959097548,100.0,12591,3.6166,0.117025404779076,1.9001170410376063,14723,1.055879922786728,0.7108204123735065,0.0
2026-07-08,4063.T,1.0558799227867282,1.5074801959097548,100.0,12591,-0.289,0.117025404779076,1.9001170410376063,14723,-1.0558799227867282,-0.3230296526842888,0.0
2026-07-08,6857.T,1.0558799227867282,1.5074801959097548,100.0,12591,4.9192,0.117025404779076,1.9001170410376063,14723,1.055879922786728,0.7193629114871181,0.0
2026-07-08,8035.T,1.0558799227867282,1.5074801959097548,100.0,12591,3.7862,0.117025404779076,1.9001170410376063,14723,1.055879922786728,0.7142300547357743,0.0
2026-07-08,IFX.DE,1.0558799227867282,1.5074801959097548,100.0,12591,3.798,0.117025404779076,1.9001170410376063,14723,1.055879922786728,0.7144237227383303,0.0
2026-07-09,000660.KS,2.0641946325944156,1.5074801959097548,100.0,12591,5.032,0.117025404779076,1.9001170410376063,14723,2.0641946325944156,1.7036254532541233,0.0
2026-07-09,005930.KS,2.0641946325944156,1.5074801959097548,100.0,12591,4.6763,0.117025404779076,1.9001170410376063,14723,2.0641946325944156,1.6851181874432177,0.0
2026-07-09,3436.T,2.0641946325944156,1.5074801959097548,100.0,12591,6.162,0.117025404779076,1.9001170410376063,14723,2.0641946325944156,1.7233919228303733,0.0
2026-07-09,4063.T,2.0641946325944156,1.5074801959097548,100.0,12591,3.495,0.117025404779076,1.9001170410376063,14723,2.0641946325944156,1.5065261674562538,0.0
2026-07-09,6857.T,2.0641946325944156,1.5074801959097548,100.0,12591,3.4294,0.117025404779076,1.9001170410376063,14723,2.0641946325944156,1.4884578558907748,0.0
2026-07-09,8035.T,2.0641946325944156,1.5074801959097548,100.0,12591,2.5894,0.117025404779076,1.9001170410376063,14723,2.0641946325944156,1.1483754511561188,0.0
2026-07-09,IFX.DE,2.0641946325944156,1.5074801959097548,100.0,12591,-2.454,0.117025404779076,1.9001170410376063,14723,-2.064194632594415,-2.015470042914351,0.0
2026-07-13,2330.TW,-1.5960873629942276,1.5112806189463421,100.0,12615,-1.2295,0.116722852976837,1.9025251428673713,14747,0.8629126370057725,0.42105957635016994,1.0
2026-07-13,4063.T,-1.5960873629942276,1.5112806189463421,100.0,12615,-0.6131,0.116722852976837,1.9025251428673713,14747,-0.36988736299422764,-0.044672576182121504,1.0
2026-07-13,6857.T,-1.5960873629942276,1.5112806189463421,100.0,12615,-1.7349,0.116722852976837,1.9025251428673713,14747,1.5960873629942276,0.7534801868618433,1.0
2026-07-13,IFX.DE,-1.5960873629942276,1.5112806189463421,100.0,12615,-0.9237,0.116722852976837,1.9025251428673713,14747,0.25131263700577233,0.19551136993317642,1.0
2026-07-14,000660.KS,1.055685890337589,1.512406162830702,100.0,12623,10.8207,0.11821361688902388,1.9040853853777402,14755,1.055685890337589,0.7164909420554793,0.0
2026-07-14,005930.KS,1.055685890337589,1.512406162830702,100.0,12623,7.7947,0.11821361688902388,1.9040853853777402,14755,1.055685890337589,0.7165119761500094,0.0
2026-07-14,2330.TW,1.055685890337589,1.512406162830702,100.0,12623,0.2066,0.11821361688902388,1.9040853853777402,14755,-0.642485890337589,-0.09215946013735543,0.0
2026-07-14,3436.T,1.055685890337589,1.512406162830702,100.0,12623,1.1871,0.11821361688902388,1.9040853853777402,14755,1.055685890337589,0.3202666702033614,0.0
2026-07-14,4063.T,1.055685890337589,1.512406162830702,100.0,12623,1.4857,0.11821361688902388,1.9040853853777402,14755,1.055685890337589,0.4188774671530217,0.0
2026-07-14,6857.T,1.055685890337589,1.512406162830702,100.0,12623,1.3602,0.11821361688902388,1.9040853853777402,14755,1.055685890337589,0.37935617960592777,0.0
2026-07-14,8035.T,1.055685890337589,1.512406162830702,100.0,12623,1.0825,0.11821361688902388,1.9040853853777402,14755,1.055685890337589,0.28210534728787984,0.0
2026-07-14,IFX.DE,1.055685890337589,1.512406162830702,100.0,12623,1.1139,0.11821361688902388,1.9040853853777402,14755,1.055685890337589,0.2937481801946314,0.0
2026-07-15,000660.KS,-1.4717365698094422,1.512864786637635,100.0,12631,-8.6455,0.11785825103983755,1.9041664204058246,14763,1.4717365698094422,1.3688274846776132,1.0
2026-07-15,005930.KS,-1.4717365698094422,1.512864786637635,100.0,12631,-5.3667,0.11785825103983755,1.9041664204058246,14763,1.4717365698094422,1.3662322299408935,1.0
2026-07-15,2330.TW,-1.4717365698094422,1.512864786637635,100.0,12631,-0.4098,0.11785825103983755,1.9041664204058246,14763,-0.6521365698094423,-0.1363354383888009,1.0
2026-07-15,3436.T,-1.4717365698094422,1.512864786637635,100.0,12631,-5.4001,0.11785825103983755,1.9041664204058246,14763,1.4717365698094422,1.3664278898586684,1.0
2026-07-15,4063.T,-1.4717365698094422,1.512864786637635,100.0,12631,-3.1079,0.11785825103983755,1.9041664204058246,14763,1.4717365698094422,1.2241565994652415,1.0
2026-07-15,6857.T,-1.4717365698094422,1.512864786637635,100.0,12631,-2.6658,0.11785825103983755,1.9041664204058246,14763,1.4717365698094422,1.1198597969539457,1.0
2026-07-15,8035.T,-1.4717365698094422,1.512864786637635,100.0,12631,-4.0409,0.11785825103983755,1.9041664204058246,14763,1.4717365698094422,1.3327252306906772,1.0
2026-07-15,IFX.DE,-1.4717365698094422,1.512864786637635,100.0,12631,0.1337,0.11785825103983755,1.9041664204058246,14763,-1.4717365698094422,-0.5309060760982232,-1.0
2026-07-16,2330.TW,-1.4167595012506073,1.512864786637635,100.0,12631,-3.8462,0.11785825103983755,1.9041664204058246,14763,1.4167595012506076,1.2703916218610969,1.0
