fecha,ticker,pred,sigma,alpha,n_train,gap_pct
2026-07-08,000660.KS,0.9968677212319739,1.5442353304475873,100.0,14699,7.3218
2026-07-08,005930.KS,0.9968677212319739,1.5442353304475873,100.0,14699,3.964
2026-07-08,2330.TW,0.9968677212319739,1.5442353304475873,100.0,14699,-0.6085
2026-07-08,3436.T,0.9968677212319739,1.5442353304475873,100.0,14699,3.6166
2026-07-08,4063.T,0.9968677212319739,1.5442353304475873,100.0,14699,-0.289
2026-07-08,6857.T,0.9968677212319739,1.5442353304475873,100.0,14699,4.9192
2026-07-08,8035.T,0.9968677212319739,1.5442353304475873,100.0,14699,3.7862
2026-07-08,IFX.DE,0.9968677212319739,1.5442353304475873,100.0,14699,3.798
2026-07-09,000660.KS,1.5575358005525224,1.5442353304475873,100.0,14699,5.032
2026-07-09,005930.KS,1.5575358005525224,1.5442353304475873,100.0,14699,4.6763
2026-07-09,3436.T,1.5575358005525224,1.5442353304475873,100.0,14699,6.162
2026-07-09,4063.T,1.5575358005525224,1.5442353304475873,100.0,14699,3.495
2026-07-09,6857.T,1.5575358005525224,1.5442353304475873,100.0,14699,3.4294
2026-07-09,8035.T,1.5575358005525224,1.5442353304475873,100.0,14699,2.5894
2026-07-09,IFX.DE,1.5575358005525224,1.5442353304475873,100.0,14699,-2.454
2026-07-13,2330.TW,-2.212097835624574,1.5468222260007336,100.0,14723,-1.2295
2026-07-13,4063.T,-2.212097835624574,1.5468222260007336,100.0,14723,-0.6131
2026-07-13,6857.T,-2.212097835624574,1.5468222260007336,100.0,14723,-1.7349
2026-07-13,IFX.DE,-2.212097835624574,1.5468222260007336,100.0,14723,-0.9237
2026-07-14,000660.KS,1.1470642533351856,1.5479301921148536,100.0,14731,10.8207
2026-07-14,005930.KS,1.1470642533351856,1.5479301921148536,100.0,14731,7.7947
2026-07-14,2330.TW,1.1470642533351856,1.5479301921148536,100.0,14731,0.2066
2026-07-14,3436.T,1.1470642533351856,1.5479301921148536,100.0,14731,1.1871
2026-07-14,4063.T,1.1470642533351856,1.5479301921148536,100.0,14731,1.4857
2026-07-14,6857.T,1.1470642533351856,1.5479301921148536,100.0,14731,1.3602
2026-07-14,8035.T,1.1470642533351856,1.5479301921148536,100.0,14731,1.0825
2026-07-14,IFX.DE,1.1470642533351856,1.5479301921148536,100.0,14731,1.1139
2026-07-15,000660.KS,-0.8750473832438425,1.5482534075637941,100.0,14739,-8.6455
2026-07-15,005930.KS,-0.8750473832438425,1.5482534075637941,100.0,14739,-5.3667
2026-07-15,2330.TW,-0.8750473832438425,1.5482534075637941,100.0,14739,-0.4098
2026-07-15,3436.T,-0.8750473832438425,1.5482534075637941,100.0,14739,-5.4001
2026-07-15,4063.T,-0.8750473832438425,1.5482534075637941,100.0,14739,-3.1079
2026-07-15,6857.T,-0.8750473832438425,1.5482534075637941,100.0,14739,-2.6658
2026-07-15,8035.T,-0.8750473832438425,1.5482534075637941,100.0,14739,-4.0409
2026-07-15,IFX.DE,-0.8750473832438425,1.5482534075637941,100.0,14739,0.1337
2026-07-16,2330.TW,-2.0305261427131565,1.5482534075637941,100.0,14739,-3.8462
2026-07-16,3436.T,-2.0305261427131565,1.5482534075637941,100.0,14739,-1.5171
2026-07-16,4063.T,-2.0305261427131565,1.5482534075637941,100.0,14739,-2.0514
2026-07-16,6857.T,-2.0305261427131565,1.5482534075637941,100.0,14739,-5.0607
2026-07-16,8035.T,-2.0305261427131565,1.5482534075637941,100.0,14739,-5.4874
2026-07-16,IFX.DE,-2.0305261427131565,1.5482534075637941,100.0,14739,-5.5324
2026-07-17,000660.KS,-0.8223736558973347,1.5482534075637941,100.0,14739,-5.266
2026-07-17,005930.KS,-0.8223736558973347,1.5482534075637941,100.0,14739,-5.4902
2026-07-17,2330.TW,-0.8223736558973347,1.5482534075637941,100.0,14739,0.4367
2026-07-17,3436.T,-0.8223736558973347,1.5482534075637941,100.0,14739,0.0255
2026-07-17,4063.T,-0.8223736558973347,1.5482534075637941,100.0,14739,0.6707
2026-07-17,6857.T,-0.8223736558973347,1.5482534075637941,100.0,14739,1.8179
2026-07-17,8035.T,-0.8223736558973347,1.5482534075637941,100.0,14739,-1.1521
2026-07-17,IFX.DE,-0.8223736558973347,1.5482534075637941,100.0,14739,0.8483
2026-07-21,000660.KS,2.5434614162300178,1.5534106816256061,100.0,14769,7.6797
2026-07-21,005930.KS,2.5434614162300178,1.5534106816256061,100.0,14769,6.5637
2026-07-21,3436.T,2.5434614162300178,1.5534106816256061,100.0,14769,5.1026
2026-07-21,4063.T,2.5434614162300178,1.5534106816256061,100.0,14769,0.3886
2026-07-21,6857.T,2.5434614162300178,1.5534106816256061,100.0,14769,4.2187
2026-07-21,8035.T,2.5434614162300178,1.5534106816256061,100.0,14769,4.5065
2026-07-22,000660.KS,0.37523474936118056,1.5534015689059146,100.0,14771,4.3716
2026-07-22,005930.KS,0.37523474936118056,1.5534015689059146,100.0,14771,3.263
2026-07-22,2330.TW,0.37523474936118056,1.5534015689059146,100.0,14771,-0.625
